Datum  : 23-08-2022 [22:36]                                                                                                 NPI ARTIKELEN V3                                                                                                  Blad      :     1
Neways Cable & Wire Sol. B.V.                                                                                                                                                                                                                  Bedrijf   :  450

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Artikel         |Omschrijving                  |S|Sig|Mat.    |CRL|CRL Name                      |RFQ number  |Nummer|Hoeveelheid   |Startdatum|Leverdatum|Plannr|Afd|Taak|Norm    |
4022 694 22071  |CAT OVRC-FRCP/WRCP CBL BUN    |S|EN4|18 s9   |5A3|ASML 1D-BUNDLE          141104|22.03.00223 |338649|        1,00  |14-07-2022|20-09-2022|  8035|N01|4010|        |
4022 694 22081  |EL PRI OVRC-FRCP/WRCP CBL BUN |M|PIL|33 s9   |5A3|ASML 1D-BUNDLE          141104|22.03.00226 |     0|       12,00  |24-08-2022|19-09-2022|     0|N01|4010|        |
4022 694 34872  |EMO ASSY EUMR/L               |M|EN3|        |5A1|ASML CABLE              141104|22.05.00405 |     0|       41,00  |30-11-2022|20-12-2022|  8034|N01|4010|        |
4022 694 35671  |EL MIDR-FRCP BUN 021-0177E    |M|EP3|        |5A3|ASML 1D-BUNDLE          141104|22.07.00616 |     0|        1,00  |06-09-2022|30-09-2022|     0|N01|4010|        |
4022 694 35781  |CAT MDRC-CCFC2 CBL BUN        |S|PIL|32 s3   |5A2|ASML CABLE-SET          141104|22.06.00504 |338724|        2,00  |03-08-2022|02-09-2022|     0|N01|4010|        |
4022 694 35921  |CAT ELEC-FLCP-2-CM CBL SET    |M|EN4|        |5A2|ASML CABLE-SET          141104|22.06.00488 |     0|        4,00  |13-01-2023|02-02-2023|     0|N01|4010|        |
4022 694 35931  |CAT MDRC-BSSM-CM CBL SET      |M|EN3|20 S4   |5A3|ASML 1D-BUNDLE          141104|22.06.00541 |     0|        3,00  |14-11-2022|02-12-2022|  8035|N01|4010|CAS     |
4022 694 35961  |SH 24V SERV+INTERC SIU-CP ASSY|M|PIL|        |5A1|ASML CABLE              141104|22.03.00247 |     0|        1,00  |05-10-2022|25-10-2022|  8034|N01|4010|        |
4022 694 36131  |CAT CCFC2-ELEC CBL BUN        |S|PIL|31,5    |5A3|ASML 1D-BUNDLE          141104|22.04.00355 |338719|        3,00  |22-08-2022|06-09-2022|  8035|N01|4010|        |
4022 694 36221  |EL BOTR-EUC BUN 021-0168D     |M|EN4|8 s11   |5A3|ASML 1D-BUNDLE          141104|22.04.00350 |     0|        1,00  |01-09-2022|26-09-2022|  8034|N01|4010|        |
4022 694 36261  |EL BOTR-FRCP BUN 021-0165G    |S|PIL|10 s21  |5A2|ASML CABLE-SET          141104|22.06.00523 |338735|        3,00  |23-08-2022|19-09-2022|  8035|N01|4010|        |
4022 694 36281  |EL EU BOTX CBL BUN 021-0188G  |S|EN4|17 s12  |5A3|ASML 1D-BUNDLE          141104|22.06.00567 |338723|        3,00  |10-08-2022|06-09-2022|     0|N01|4010|        |
4022 694 36291  |EL BSSM-TOPF BUN 021-0166F    |S|EP4|6 s6    |5A4|ASML 2D/3D-BUNDLE       141104|22.05.00396 |312636|        1,00  |15-08-2022|30-08-2022|  8035|N01|4010|        |
4022 694 36401  |EL PRI/CAT FLOOR CBL SET      |M|PIL|13 S11  |5A2|ASML CABLE-SET          141104|22.06.00507 |     0|        1,00  |29-08-2022|23-09-2022|  8035|N01|4010|CAS     |
4022 694 36402  |EL PRI/CAT FLOOR CBL SET      |M|EN3|        |5A2|ASML CABLE-SET          141104|22.08.00682 |     0|        3,00  |04-04-2023|01-05-2023|  8035|N01|4010|CAS     |
4022 694 3805P  |PBOM NXE3800 PR PMHC CABLE SET|M|EP3|        |5N2|NAA ASML-CABLE          140836|22.06.00473P|     0|        4,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 694 39791  |CAT ELRC-BSSM-CM CBL SET      |S|PIL|27 S1   |5A3|ASML 1D-BUNDLE          141104|22.06.00541 |338728|        3,00  |08-08-2022|31-08-2022|  8035|N01|4010|        |
4022 694 39871  |EL MIDL-FLCP-2 BUN 021-0196K  |M|EN3|        |5A3|ASML 1D-BUNDLE          141104|22.07.00632 |     0|        4,00  |23-01-2023|13-02-2023|     0|N01|4010|        |
4022 694 47662  |EL ELEC CBL SET 021-0162G     |M|EP4|s24     |5N3|NAA ASML-CABLE-SET      140836|22.03.00196 |     0|        2,00  |09-09-2022|05-10-2022|     0|N01|4010|        |
4022 694 53711  |SR EI EXE SERC1-SET1          |S|EN4|s25     |5N2|NAA ASML-CABLE          140836|21.07.00728 |338661|        1,00  |20-07-2022|23-08-2022|  8040|N01|4010|        |
4022 694 54731  |FGFM FGRB FGC3 CBL BUNDLE 2   |M|EN4|3 s3    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        3,00  |27-09-2022|21-10-2022|  8035|N01|4010|        |
4022 694 60331  |WH NXE WAECP WHCP BUN         |M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.05.00398 |     0|       16,00  |28-02-2023|24-03-2023|     0|N01|4010|ART_NPM |
4022 694 62761  |EL MIDL-FFCP BUN 021-0174E    |M|EP3|        |5A3|ASML 1D-BUNDLE          141104|22.07.00616 |     0|        1,00  |02-09-2022|30-09-2022|     0|N01|4010|        |
4022 694 63792  |EXE EI RPA EXT CBL SET        |S|EN4|EXE1    |5E1|VDL-ETG ASML REL.       140716|22.03.00185 |338688|        1,00  |28-07-2022|26-08-2022|  8034|N01|4010|        |
4022 694 67901  |EXE EI SCRB DYLI CBL SET2     |M|PIL|16 s9   |5E1|VDL-ETG ASML REL.       140716|21.06.00581 |     0|        1,00  |27-07-2022|31-08-2022|  8070|N01|4010|        |
4022 694 68711  |EL PE FFCP FFCP1 CBL          |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.05.00384 |     0|        3,00  |31-10-2022|23-11-2022|     0|N01|4010|        |
4022 694 68721  |EL PE FFCP FFCP2 CBL          |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.05.00384 |     0|        3,00  |31-10-2022|23-11-2022|     0|N01|4010|        |
4022 694 68731  |EL PE FFCP FFCP3 CBL          |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00384 |     0|        3,00  |31-10-2022|23-11-2022|     0|N01|4010|        |
4022 694 68741  |EL PE FFCP FFCP4 CBLL         |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00384 |     0|        3,00  |31-10-2022|23-11-2022|  8035|N01|4010|        |
4022 694 68751  |EL PE FFCP FFCP5 CBL          |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00383 |     0|        3,00  |17-10-2022|09-11-2022|  8035|N01|4010|        |
4022 694 68761  |EL PE FFCP FFCP6 CBL          |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.05.00383 |     0|        3,00  |17-10-2022|09-11-2022|  8035|N01|4010|        |
4022 694 68781  |EL PE FFCP FFCP8 CBL          |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00383 |     0|        3,00  |17-10-2022|09-11-2022|  8035|N01|4010|        |
4022 694 68791  |EL PE FRCP FRCP3-4 CBL        |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00383 |     0|        4,00  |18-10-2022|10-11-2022|  8035|N01|4010|        |
4022 694 68801  |EL PE FRCP FRCP5-6 CBL        |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00383 |     0|        4,00  |18-10-2022|10-11-2022|  8035|N01|4010|        |
4022 694 70082  |EXE EI CABLE BACK DYLI BUN1   |M|EN3|12,3    |5E1|VDL-ETG ASML REL.       140716|22.06.00529 |     0|        2,00  |31-08-2022|27-09-2022|  8070|N01|4010|        |
4022 694 70092  |EXE EI CABLE BACK DYLI BUN2   |M|EN3|7.11    |5E1|VDL-ETG ASML REL.       140716|22.06.00529 |     0|        2,00  |05-09-2022|27-09-2022|  8070|N01|4010|        |
4022 694 70102  |EXE EI CABLE BACK DYLI BUN 3  |M|EN3|EXE1    |5E1|VDL-ETG ASML REL.       140716|22.06.00529 |     0|        2,00  |02-09-2022|27-09-2022|  8035|N01|4010|        |
4022 694 70112  |EXE EI CABLE BACK DYLI BUN4   |S|PIL|10      |5E1|VDL-ETG ASML REL.       140716|22.06.00529 |338734|        2,00  |23-08-2022|16-09-2022|  8034|N01|4010|        |
4022 694 70862  |EXE EI CABLE BACK DYLI BUN5   |M|EN3|9,3     |5E1|VDL-ETG ASML REL.       140716|22.06.00529 |     0|        1,00  |30-08-2022|27-09-2022|  8070|N01|4010|        |
4022 694 70891  |FGFM FGRB FGC2 CBL BUN        |M|EN4|3 s3    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        3,00  |27-09-2022|21-10-2022|     0|N01|4010|        |
4022 694 70901  |FGFM FGRB SENSOR CBL BUN      |S|PIL|4 s5    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |338714|        3,00  |17-08-2022|14-09-2022|  8035|N01|4010|        |
4022 694 70911  |FGFM MGRB CBL BUNDLE          |M|EN4|3 s4    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        3,00  |05-09-2022|28-09-2022|     0|N01|4010|        |
4022 694 70921  |FGFM FGRB FGC3 CBL BUNDLE 1   |M|EN4|2 s3    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        2,00  |19-08-2022|16-09-2022|  8035|N01|4010|        |
4022 694 70931  |FGFM FGRB FGC1 CBL BUNDLE     |M|EN4|2 s9    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        3,00  |02-09-2022|28-09-2022|  8035|N01|4010|        |
4022 694 70941  |FGFM FGSB FGC1 CBL BUNDLE     |M|EN4|1 s2    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        3,00  |02-09-2022|28-09-2022|  8035|N01|4010|        |
4022 694 70951  |FGFM FGSB SENSOR CBL BUN      |M|EN4|2 s4    |5N4|NAA ASML-1D-BUNDLE      140836|22.01.00062 |     0|        3,00  |23-08-2022|16-09-2022|  8035|N01|4010|        |
4022 694 72501  |EL ELEC CBL SET-1 021-0162H   |M|PIL|s12     |5N3|NAA ASML-CABLE-SET      140836|22.03.00267 |     0|        1,00  |07-10-2022|03-11-2022|  8035|N01|4010|        |
4022 694 72511  |EL ELRC CBL SET 021-0117F     |M|EN4|s14     |5N3|NAA ASML-CABLE-SET      140836|22.01.00010 |     0|        1,00  |24-10-2022|18-11-2022|  8035|N01|4010|        |
4022 694 79362  |EL PRI AERC-ELEC CBL BUN      |S|EN4|29,6    |5A3|ASML 1D-BUNDLE          141104|22.03.00257 |338606|        5,00  |22-07-2022|30-08-2022|  8035|N01|4010|        |
4022 694 84321  |EI EU BFR CBL BUN 021-0020K   |S|EN4|10 s17  |5A3|ASML 1D-BUNDLE          141104|22.03.00256 |338585|        7,00  |19-07-2022|25-08-2022|  8035|N01|4010|        |
4022 694 84331  |EI EU BFL CBL BUN 021-0036M   |M|EN3|        |5A3|ASML 1D-BUNDLE          141104|22.03.00256 |     0|        7,00  |18-11-2022|12-12-2022|  8035|N01|4010|        |
4022 694 84341  |EI EU WH CBL BUN 021-0024K    |M|PIL|        |5A3|ASML 1D-BUNDLE          141104|22.06.00494 |     0|        7,00  |18-01-2023|21-02-2023|     0|N01|4010|ART_NPM |
4022 694 97392  |EI EU MF CBL BUN 021-0039W    |M|EN3|6,3     |5A4|ASML 2D/3D-BUNDLE       141104|22.06.00523 |     0|        2,00  |06-09-2022|23-09-2022|  8035|N01|4010|        |
4022 694 99931  |EL MIDR-FRCP BUN 021-0177F    |S|EN4|7,1 s10 |5A3|ASML 1D-BUNDLE          141104|22.03.00226 |338686|        5,00  |27-07-2022|30-08-2022|  8035|N01|4010|        |
4022 696 88881  |AL O EXE INTL ADPTR CBL SET   |S|PRO|        |5A2|ASML CABLE-SET          141104|21.06.00565 |162804|        1,00  |10-08-2022|31-08-2022|  7009|101|7010|CAS     |
4022 698 06601  |SPM NXE ZERO SENSOR E4 CBL    |M|EN4|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        2,00  |18-10-2022|08-11-2022|  7009|101|7010|        |
4022 698 06611  |SPM NXE ZERO SENSOR E5 CBL    |M|EN4|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        3,00  |18-10-2022|08-11-2022|  7009|101|7010|        |
4022 698 06621  |SPM NXE ZERO SENSOR E6 CBL    |M|EN4|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        3,00  |18-10-2022|08-11-2022|  7009|101|7010|        |
4022 698 0850P  |P-BOM SR EI VTOP CBL SET      |M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 0851P  |P-BOM SR EI BSSM VSL TOP E-CHA|M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 0852P  |P-BOM SR SR EI VTOP DS CBL GTR|M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 0853P  |P-BOM SR EI VTOP TS CBL GTR AS|M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 0854P  |P-BOM SR EI VTOP FU CBL GTR AS|M|EP3|        |DUM|0A1                           |22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 0855P  |P-BOM SR EI SERV DOOR CBL SET |M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 0859P  |P-BOM SR EI VTOP SERV DOOR E-C|M|EP3|        |5E1|VDL-ETG ASML REL.       140716|22.01.00083 |     0|        3,00  |25-08-2022|25-08-2022|     0|   |   0|        |
4022 698 26321  |NXE OBST ASSY                 |S|EN4|        |5A6|ASML SPECIALS           141104|22.03.00276 |338598|        1,00  |08-07-2022|26-08-2022|  8034|N01|4010|CAS     |
4022 698 27131  |SR FT VMCW CABLE SET          |M|EN4|s9      |5E1|VDL-ETG ASML REL.       140716|21.11.01014 |     0|        3,00  |09-09-2022|03-10-2022|  8060|N01|4010|        |
4022 698 28401  |DY MF-AM2 FRCP ASSY CBL       |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00126 |     0|        5,00  |12-10-2022|08-11-2022|     0|N01|4010|        |
4022 698 30801  |VS MFC CTRL FLCP FLCP CBL     |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00124 |     0|        5,00  |13-10-2022|09-11-2022|     0|N01|4010|        |
4022 698 30851  |VS X2X LINK FLCP FLCP CBL     |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00124 |     0|        4,00  |17-10-2022|11-11-2022|  8035|N01|4010|        |
4022 698 30961  |VS VLV CTRL FLCP FLWICP CBL   |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.02.00124 |     0|        5,00  |13-10-2022|09-11-2022|     0|N01|4010|        |
4022 698 31111  |VS VLV CTRL FRCP FRWICP CBL   |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.02.00126 |     0|        5,00  |12-10-2022|08-11-2022|     0|N01|4010|        |
4022 698 32401  |AL SYNC MMCR2 MMCR2 CBL       |M|EN3|        |5A1|ASML CABLE              141104|22.03.00257 |     0|        4,00  |12-09-2022|30-09-2022|     0|N01|4010|        |
4022 698 32531  |WS MOU2 FRCP FRWICP CBL       |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00126 |     0|        5,00  |12-10-2022|08-11-2022|  8035|N01|4010|        |
4022 698 32571  |WS MOU1 FLCP FLWICP CBL       |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00124 |     0|        5,00  |13-10-2022|09-11-2022|  8035|N01|4010|        |
4022 698 34731  |MD 1 MDSU (SUB-RACK) NASU CBL |M|EN3|        |5A1|ASML CABLE              141104|22.07.00606 |     0|        4,00  |28-11-2022|15-12-2022|     0|N01|4010|        |
4022 698 34741  |MD 2 MDSU (SUB-RACK) NASU CBL |M|EN3|        |5A1|ASML CABLE              141104|22.07.00606 |     0|        4,00  |28-11-2022|15-12-2022|     0|N01|4010|        |
4022 698 35381  |SH WSL EMO FLCP FLWICP CBL    |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.02.00124 |     0|        5,00  |13-10-2022|09-11-2022|     0|N01|4010|        |
4022 698 48601  |EL ELEC CBL SET-2 021-0162I   |S|EP4|s10     |5N2|NAA ASML-CABLE          140836|22.03.00267 |312627|        2,00  |29-07-2022|01-09-2022|  8035|N01|4010|        |
4022 698 48881  |SH WSR EMO FRCP FRWICP CBL    |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.02.00126 |     0|        5,00  |12-10-2022|08-11-2022|     0|N01|4010|        |
4022 698 49311  |CAT ELEC-FLWCP FLWICP CBL BUN |M|EN4|35,4 s4 |5A3|ASML 1D-BUNDLE          141104|22.05.00443 |     0|        2,00  |21-10-2022|11-11-2022|     0|N01|4010|        |
4022 698 49881  |SPM GEMA INTERLOCK ASSY       |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.04.00348 |     0|        5,00  |31-10-2022|25-11-2022|  8030|N01|4010|        |
4022 698 54571  |PSC-SA150 TO LS PROCES EXT CBL|M|EN3|        |5A1|ASML CABLE              141104|22.03.00193 |     0|        2,00  |01-09-2022|20-09-2022|     0|N01|4010|        |
4022 698 57121  |MD PE ELEC ELEC BOND PLT CBL  |S|EN4|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |338689|        2,00  |04-08-2022|02-09-2022|     0|N01|4010|PDF/A4  |
4022 698 57131  |MD PE ELEC ELEC CBL           |S|EN4|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |338690|        2,00  |04-08-2022|02-09-2022|     0|N01|4010|PDF/A4  |
4022 698 57401  |CAT ELRC-BSSM CBL BUN         |M|EN4|27 s2   |5A3|ASML 1D-BUNDLE          141104|22.06.00541 |     0|        1,00  |08-11-2022|01-12-2022|  8035|N01|4010|        |
4022 698 57461  |CAT MDRC-ELRC CBL BUN         |S|PIL|        |5A3|ASML 1D-BUNDLE          141104|22.06.00541 |338720|        1,00  |19-08-2022|14-09-2022|  8035|N01|4010|        |
4022 698 57541  |CAT OVRC-FRCP CBL BUN         |S|EN4|25 s7   |5A3|ASML 1D-BUNDLE          141104|22.06.00548 |338701|        3,00  |08-08-2022|02-09-2022|     0|N01|4010|        |
4022 698 57761B#|4022 698 57761B CLEANED GRADE4|M|EN3|        |5A1|ASML CABLE              141104|22.06.00549 |     0|        1,00  |15-09-2022|26-09-2022|     0|N01|4010|        |
4022 698 57781B#|4022 698 57781B CLEANED GRADE4|M|EN3|        |5A1|ASML CABLE              141104|22.06.00549 |     0|        1,00  |14-09-2022|23-09-2022|     0|N01|4010|        |
4022 698 57801B#|4022 698 57801B CLEANED GRADE4|M|EN3|        |5A1|ASML CABLE              141104|22.06.00549 |     0|        1,00  |14-09-2022|23-09-2022|     0|N01|4010|        |
4022 698 57821B#|4022 698 57821B CLEANED GRADE4|M|EN3|        |5A1|ASML CABLE              141104|22.06.00549 |     0|        1,00  |14-09-2022|23-09-2022|     0|N01|4010|        |
4022 698 58101  |EL MIDR-FFCP BUN 021-0176E    |M|EN3|        |5A3|ASML 1D-BUNDLE          141104|22.07.00632 |     0|        4,00  |23-01-2023|13-02-2023|     0|N01|4010|        |
4022 698 59471  |EL PE FLCP2 FLCP1-2 CBL       |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.05.00381 |     0|        3,00  |20-10-2022|16-11-2022|  8035|N01|4010|        |
4022 698 59481  |EL PE FLCP2 FLCP3-4 CBL       |M|EP4|        |5N2|NAA ASML-CABLE          140836|22.05.00381 |     0|        3,00  |19-10-2022|15-11-2022|  8035|N01|4010|        |
4022 698 59491  |EL PE FLCP CP-BRKT CBL        |S|PIL|        |5N2|NAA ASML-CABLE          140836|22.05.00381 |338733|        2,00  |23-08-2022|19-09-2022|  8035|N01|4010|        |
4022 698 60871  |LS UV LPPS LTB LA-X700 CBL    |S|EP4|        |5E3|EXELITAS                141113|22.03.00240 |312637|       30,00  |03-08-2022|02-09-2022|     0|N01|4010|        |
4022 698 68171  |NXE SERC1 CABLE SET COLL      |M|PRO|        |5N2|NAA ASML-CABLE          140836|22.05.00451 |     0|        1,00  |14-10-2022|28-10-2022|     0|N01|4010|        |
4022 698 72171  |WC WS MMDC PCA FRCP FRWICP CBL|M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00126 |     0|        5,00  |12-10-2022|08-11-2022|     0|N01|4010|        |
4022 698 73171  |PWR JUMPER                    |M|EP3|        |5N2|NAA ASML-CABLE          140836|22.06.00538 |     0|        5,00  |09-08-2022|09-09-2022|  8035|N01|4010|        |
4022 698 73201  |EL VS WS HRG NX HRGLCP CBL SET|M|EP3|        |5F1|ASML GRADE 2 ASSY       141122|22.06.00497 |     0|        3,00  |23-12-2022|18-01-2023|  7009|101|7010|        |
4022 698 73241  |EL VS WS HRG PX HRGRCP CBL SET|M|EP3|        |5F1|ASML GRADE 2 ASSY       141122|22.06.00497 |     0|        8,00  |21-12-2022|17-01-2023|  7009|101|7010|        |
4022 698 73601  |SR SLRC RACP ASSY             |M|EP3|        |5A1|ASML CABLE              141104|22.06.00525 |     0|       10,00  |30-11-2022|16-12-2022|     0|N01|4010|        |
4022 698 73651  |SPM NXE ZERO SENSOR M1 CABLE  |M|EN4|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        1,00  |29-09-2022|19-10-2022|  7009|101|7010|        |
4022 698 73661  |SPM NXE ZERO SENSOR E1 CABLE  |M|PIL|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        3,00  |17-10-2022|08-11-2022|  7009|101|7010|        |
4022 698 73671  |SPM NXE ZERO SENSOR E2 CABLE  |M|EN4|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        3,00  |18-10-2022|08-11-2022|  7009|101|7010|        |
4022 698 73681  |SPM NXE ZERO SENSOR E3 CABLE  |M|EN4|        |5F1|ASML GRADE 2 ASSY       141122|22.01.00073 |     0|        3,00  |18-10-2022|08-11-2022|  7008|101|7010|        |
4022 698 74481  |CAT OVRC-FRWCP CBL BUN        |M|EN4|28 s2   |5A3|ASML 1D-BUNDLE          141104|22.06.00548 |     0|        1,00  |02-09-2022|27-09-2022|     0|N01|4010|        |
4022 698 74881  |VS MFC PSW CTR FLCP FLCP CBL  |M|PIL|        |5N2|NAA ASML-CABLE          140836|22.02.00124 |     0|        5,00  |13-10-2022|09-11-2022|  8035|N01|4010|        |
4022 698 75111  |CAT ELEC-FFCP FIB BUN         |M|EN3|        |5A3|ASML 1D-BUNDLE          141104|22.06.00488 |     0|        1,00  |06-09-2022|27-09-2022|     0|N01|4010|        |
4022 698 75191  |CAT MDRC-FRCP CBL BUN         |S|PIL|28 S1   |5A3|ASML 1D-BUNDLE          141104|22.06.00516 |338725|        3,00  |09-08-2022|06-09-2022|     0|N01|4010|        |
4022 698 75381  |EL BSSM CBL SET 021-0194D     |M|EN4|        |5A3|ASML 1D-BUNDLE          141104|22.06.00541 |     0|        1,00  |24-11-2022|15-12-2022|  8035|N01|4010|        |
4022 698 81321  |WS COIL FRAME PE1 CBL         |M|PIL|        |5A1|ASML CABLE              141104|22.02.00165 |     0|        6,00  |11-04-2023|28-04-2023|  7010|101|7010|        |
4022 698 83671  |SR SIGN1 MSW4 RACP CBL        |M|EN3|        |5A1|ASML CABLE              141104|22.06.00525 |     0|       25,00  |11-10-2022|28-10-2022|     0|N01|4010|        |
4022 698 83681  |SR SIGN2 MSW4 RACP CBL        |M|EN3|        |5A1|ASML CABLE              141104|22.06.00525 |     0|        1,00  |19-10-2022|07-11-2022|     0|N01|4010|        |
4022 698 83691  |SR SIGN4 MSW4 RACP CBL        |M|EN3|        |5A1|ASML CABLE              141104|22.06.00527 |     0|       18,00  |07-11-2022|24-11-2022|     0|N01|4010|        |
4022 698 83701  |SR SIGN4 MSW4 RACP CBL        |M|EN3|        |5A1|ASML CABLE              141104|22.06.00525 |     0|       20,00  |19-10-2022|07-11-2022|     0|N01|4010|        |
4022 698 83861  |EXE SH IO CASSETTE IO CBL     |M|EP3|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |     0|       17,00  |09-09-2022|04-10-2022|     0|N01|4010|PDF/A4  |
4022 698 83891  |SHB CASSETTE PWR PATCH CBL    |M|EN3|        |5N2|NAA ASML-CABLE          140836|21.06.00616 |     0|        8,00  |01-09-2022|20-09-2022|  8034|N01|4010|        |
4022 698 86621  |EXE SH SHB PWR 1 CBL          |M|EP3|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |     0|        2,00  |17-10-2022|08-11-2022|     0|N01|4010|PDF/A4  |
4022 698 86631  |EXE SH SHB PWR 2 CBL          |M|EP3|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |     0|        2,00  |17-10-2022|08-11-2022|     0|N01|4010|PDF/A4  |
4022 698 86641  |EXE SH SHB PROFINET 1 CBL     |M|EP3|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |     0|        2,00  |17-10-2022|08-11-2022|     0|N01|4010|PDF/A4  |
4022 698 86651  |EXE SH SHB PROFINET 2 CBL     |M|EP3|        |5N2|NAA ASML-CABLE          140836|22.03.00196 |     0|        2,00  |17-10-2022|08-11-2022|     0|N01|4010|PDF/A4  |
4022 698 96671  |CAT OVRC-FFCP CBL BUN         |M|EN4|35 s2   |5A3|ASML 1D-BUNDLE          141104|22.06.00548 |     0|        1,00  |31-08-2022|23-09-2022|  8035|N01|4010|        |
4022 698 96721  |CAT ELEC-FLCP-1 CBL BUN       |M|EN3|27 s9   |5A3|ASML 1D-BUNDLE          141104|22.06.00488 |     0|        1,00  |05-01-2023|30-01-2023|     0|N01|4010|        |
4022 698 96911  |CAT ELEC-FFCP-1 CBL BUN       |M|EN4|        |5A3|ASML 1D-BUNDLE          141104|22.06.00488 |     0|        5,00  |10-01-2023|02-02-2023|     0|N01|4010|        |
4022 698 96931  |CAT ELEC-FFCP-2-CM CBL SET    |S|EN4|        |5A2|ASML CABLE-SET          141104|22.06.00488 |338703|        1,00  |27-07-2022|30-08-2022|     0|N01|4010|        |
4022 698 97471  |NXE WSWH SAF DUMMY CONNECTOR  |M|EN3|        |5A1|ASML CABLE              141104|22.07.00609 |     0|        2,00  |14-09-2022|30-09-2022|     0|N01|4010|        |
4022 698 97481  |NXE DC MMDC DUMMY CONNECTOR   |M|EN3|        |5A1|ASML CABLE              141104|22.07.00609 |     0|        2,00  |14-09-2022|30-09-2022|     0|N01|4010|        |
4022 698 98061  |EI MF PE CBL SET              |M|EN4|        |5A2|ASML CABLE-SET          141104|22.05.00368 |     0|        4,00  |31-08-2022|19-09-2022|  8035|N01|4010|        |
4022 699 45021  |HT TOOL EXT INCL CLB          |S|EN4|        |5S3|Mennens 141149                |21.12.01098 |338685|       11,00  |26-07-2022|02-09-2022|     0|N01|4010|        |
4022 699 45031  |HT TOOL STD INCL CLB          |S|PIL|        |5S3|Mennens 141149                |21.12.01098 |338654|       11,00  |14-07-2022|24-08-2022|     0|N01|4010|        |
4022 704 05231  |EXE SR IL RPA TRB PMP CBL     |M|EN3|        |5A1|ASML CABLE              141104|22.06.00566 |     0|        3,00  |07-09-2022|27-09-2022|     0|N01|4010|        |
4022 704 05531  |EXE EI SFCP FDBM SET2         |S|PRO|        |5E1|VDL-ETG ASML REL.       140716|22.06.00533 |312650|        2,00  |19-08-2022|14-09-2022|  8070|N01|4010|        |
